               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 318,             0.01065,           0.0093064,          0.00049852,             0.84215,             0.71086,             0.80112,             0.44035,               0.045,             0.01751,            0.027724,           0.0010334,           0.0010334,           0.0010334
                 319,            0.010226,           0.0084171,           0.0011327,             0.82887,              0.7206,               0.795,             0.43863,            0.044837,            0.017635,            0.029443,           0.0010051,           0.0010051,           0.0010051
                 320,            0.010734,           0.0087447,          0.00071953,             0.81398,             0.73242,             0.79593,             0.43724,            0.044806,             0.01754,            0.029388,          0.00097686,          0.00097686,          0.00097686
                 321,           0.0096934,           0.0087483,          0.00032478,             0.82513,             0.72871,             0.80407,             0.44392,            0.044703,            0.017364,            0.028973,          0.00094857,          0.00094857,          0.00094857
                 322,            0.010509,           0.0084201,          0.00090111,             0.82815,             0.73172,             0.80233,             0.44352,            0.044473,            0.017177,            0.029736,          0.00092029,          0.00092029,          0.00092029
                 323,            0.011116,           0.0082444,          0.00072707,             0.84352,             0.72421,             0.80843,             0.44161,            0.044044,            0.017157,            0.029937,            0.000892,            0.000892,            0.000892
                 324,            0.010089,           0.0080802,          0.00061048,             0.81759,             0.73725,             0.80996,             0.43827,            0.044126,            0.017151,            0.029933,          0.00086371,          0.00086371,          0.00086371
                 325,            0.010254,           0.0082951,          0.00065104,              0.8257,             0.75035,              0.8059,             0.43603,            0.044275,            0.017264,            0.029664,          0.00083543,          0.00083543,          0.00083543
                 326,           0.0095841,           0.0078862,          0.00052823,             0.84399,             0.73451,             0.80536,             0.43641,            0.043943,            0.017247,            0.029819,          0.00080714,          0.00080714,          0.00080714
                 327,            0.010678,           0.0080047,          0.00049233,              0.8547,             0.72943,             0.80799,             0.43582,            0.044195,             0.01737,            0.029689,          0.00077886,          0.00077886,          0.00077886
                 328,           0.0095461,           0.0088636,          0.00047765,             0.84241,             0.73627,             0.80035,             0.43631,            0.044603,             0.01761,            0.028946,          0.00075057,          0.00075057,          0.00075057
                 329,            0.010658,           0.0084931,          0.00042966,             0.84087,             0.74322,             0.81249,             0.43857,            0.044888,            0.017804,            0.028438,          0.00072229,          0.00072229,          0.00072229
                 330,            0.010123,           0.0080841,          0.00034239,             0.85624,             0.72943,             0.81023,             0.43275,            0.044828,            0.017944,            0.028314,            0.000694,            0.000694,            0.000694
                 331,            0.010235,           0.0082072,           0.0003253,             0.82971,             0.73656,             0.79703,             0.42655,             0.04475,            0.018187,            0.028513,          0.00066571,          0.00066571,          0.00066571
                 332,            0.010598,           0.0081846,          0.00041762,             0.83649,             0.72783,             0.79977,             0.42942,             0.04466,            0.018261,            0.028564,          0.00063743,          0.00063743,          0.00063743
                 333,            0.010294,           0.0079538,          0.00044331,             0.86254,             0.71078,             0.79636,             0.42956,            0.044442,            0.018325,            0.028765,          0.00060914,          0.00060914,          0.00060914
                 334,           0.0096885,           0.0078804,          0.00032451,             0.87586,             0.70561,             0.79335,             0.43431,            0.044359,             0.01813,            0.029925,          0.00058086,          0.00058086,          0.00058086
                 335,            0.010082,            0.008189,          0.00041101,             0.87263,             0.69732,             0.79019,             0.42998,            0.044348,            0.017938,            0.030509,          0.00055257,          0.00055257,          0.00055257
                 336,            0.010188,           0.0084055,          0.00063111,             0.86888,             0.69595,             0.79232,             0.43318,            0.044281,            0.017917,            0.029894,          0.00052429,          0.00052429,          0.00052429
                 337,            0.010221,           0.0078523,          0.00046526,             0.86079,             0.71108,             0.79853,             0.43573,            0.044397,            0.017924,            0.029526,            0.000496,            0.000496,            0.000496
                 338,            0.010172,           0.0091161,          0.00050446,             0.82465,             0.73305,             0.79732,             0.44524,            0.044397,            0.017926,            0.029764,          0.00046771,          0.00046771,          0.00046771
                 339,           0.0098634,           0.0081457,          0.00038815,             0.82116,               0.737,             0.79419,              0.4431,            0.044484,            0.017977,            0.030171,          0.00043943,          0.00043943,          0.00043943
                 340,           0.0098093,           0.0083533,          0.00055025,             0.81985,               0.737,             0.79584,              0.4414,            0.044277,            0.018046,            0.030547,          0.00041114,          0.00041114,          0.00041114
                 341,            0.010122,           0.0081784,          0.00043083,             0.82633,             0.72164,             0.79637,             0.44125,            0.044304,             0.01814,            0.031064,          0.00038286,          0.00038286,          0.00038286
                 342,            0.010566,           0.0082959,          0.00064504,             0.81167,             0.72324,             0.79684,             0.44153,            0.044337,            0.018216,            0.031146,          0.00035457,          0.00035457,          0.00035457
                 343,            0.010421,           0.0087866,          0.00054573,             0.80625,             0.72324,             0.79734,             0.43862,            0.044508,            0.018222,            0.031404,          0.00032629,          0.00032629,          0.00032629
                 344,           0.0098943,           0.0078778,          0.00055393,             0.81779,             0.72324,             0.79833,             0.43794,            0.044286,            0.018207,            0.030861,            0.000298,            0.000298,            0.000298
                 345,           0.0099224,           0.0075789,          0.00026627,             0.85557,              0.6958,             0.79933,             0.43351,            0.044339,            0.018231,            0.030676,          0.00026971,          0.00026971,          0.00026971
                 346,           0.0098066,           0.0082748,           0.0003573,             0.85744,              0.6988,             0.79776,              0.4305,            0.044416,            0.018169,            0.030621,          0.00024143,          0.00024143,          0.00024143
                 347,            0.010299,           0.0090216,          0.00044383,              0.8299,             0.71375,             0.79842,             0.43341,            0.044461,             0.01816,            0.030381,          0.00021314,          0.00021314,          0.00021314
                 348,           0.0098507,           0.0081394,          0.00039879,             0.81911,             0.71502,             0.79806,              0.4361,            0.044392,            0.018165,            0.030364,          0.00018486,          0.00018486,          0.00018486
                 349,           0.0099543,           0.0080994,          0.00054091,             0.82422,             0.71669,             0.80151,             0.43908,            0.044321,            0.018185,            0.030423,          0.00015657,          0.00015657,          0.00015657
